index,Date_Heure,Pression au niveau mer,Variation de pression en 3 heures,Type de tendance barometrique,Direction du vent moyen 10 mn,Vitesse du vent moyen 10 mn,Temperature,Point de rosee,Humidite,Visibilite horizontale,Temps present,Pression station,Rafales sur une periode,Periode de mesure de la rafale,Precipitations dans la derniere heure,Precipitations dans les 3 dernieres heures,Temperature (C),consommation,datehour,datemonth
5305,1/26/2013 16:00,101330,90,3,210,3.6,283.45,272.05,45,45000,0,101230,4.6,-10,0,0,10.3,36100,16,1
8811,1/26/2013 19:00,101510,180,3,310,4.6,281.55,274.45,61,30000,2,101410,7.2,-10,0,0,8.4,36073,19,1
70791,1/26/2013 22:00,101680,170,1,290,2.6,280.05,272.35,58,40000,2,101580,7.2,-10,0,0,6.9,36743,22,1
5315,1/27/2013 1:00,101720,40,1,280,4.1,278.25,271.55,62,60000,0,101620,5.1,-10,0,0,5.1,37034,1,1
5322,1/27/2013 4:00,101650,-70,6,360,2.6,274.85,270.75,74,30000,2,101550,4.1,-10,0,0,1.7,33654,4,1
5326,1/27/2013 7:00,101550,-100,7,30,2.1,272.85,270.35,81,20000,2,101450,3.6,-10,0,0,-0.3,31276,7,1
10116,1/27/2013 10:00,101620,70,2,350,2.6,277.65,273.25,73,35000,2,101520,4.1,-10,0,0,4.5,33206,10,1
5335,1/27/2013 13:00,101560,-60,8,80,1.5,280.45,273.65,62,35000,2,101460,2.1,-10,0,0,7.3,36517,13,1
5342,1/27/2013 16:00,101340,-220,6,80,1.5,280.55,275.25,69,25000,2,101240,2.6,-10,0,0,7.4,34297,16,1
5347,1/27/2013 19:00,101220,-120,6,290,0.5,279.85,276.45,79,10000,60,101120,1,-10,0.2,0.2,6.7,34425,19,1
70837,1/27/2013 22:00,101120,-100,6,360,2.6,278.35,276.95,91,9000,61,101020,3.6,-10,0.2,1,5.2,35854,22,1
70845,1/28/2013 1:00,101200,80,1,260,1,278.05,277.35,95,4400,61,101100,3.6,-10,2,3,4.9,35315,1,1
8857,1/28/2013 4:00,101330,130,3,340,1.5,277.95,277.25,95,6000,60,101230,3.6,-10,0.2,0.8,4.8,31858,4,1
70855,1/28/2013 7:00,101510,180,3,290,5.7,280.85,275.55,69,25000,1,101410,8.7,-10,0,0,7.7,31834,7,1
5359,1/28/2013 10:00,101740,230,1,30,2.1,283.45,273.75,51,40000,2,101640,4.1,-10,0,0,10.3,37663,10,1
114637,1/28/2013 13:00,101900,160,1,320,11.3,286.15,274.45,45,25000,2,101800,16.5,-10,0,0,13,36983,13,1
8885,1/28/2013 16:00,102060,160,2,320,10.3,286.65,271.45,35,20000,2,101960,15.4,-10,0,0,13.5,34873,16,1
114649,1/28/2013 19:00,102350,290,3,320,3.6,282.75,272.55,49,30000,2,102250,7.7,-10,0,0,9.6,35032,19,1
5383,1/28/2013 22:00,102520,170,2,310,2.1,277.95,272.75,69,30000,2,102420,3.1,-10,0,0,4.8,35927,22,1
10197,1/29/2013 1:00,102560,40,0,320,1,275.75,272.45,79,15000,2,102460,2.1,-10,0,0,2.6,34913,1,1
8906,1/29/2013 4:00,102570,10,1,270,1,277.05,273.75,79,15000,2,102470,3.1,-10,0,0,3.9,31824,4,1
114670,1/29/2013 7:00,102560,-10,5,340,0.5,273.85,271.75,86,20000,2,102460,2.1,-10,0,0,0.7,32212,7,1
8917,1/29/2013 10:00,102610,50,3,260,1.5,280.25,277.85,85,60000,2,102510,2.1,-10,0,0,7.1,38155,10,1
8923,1/29/2013 13:00,102600,10,0,200,3.6,286.45,279.05,61,26000,0,102500,4.6,-10,0,0,13.3,36293,13,1
114691,1/29/2013 16:00,102470,-130,6,200,3.1,286.75,280.25,65,50000,2,102370,4.6,-10,0,0,13.6,32681,16,1
8934,1/29/2013 19:00,102450,-20,6,220,2.1,283.05,279.25,77,50000,2,102350,5.7,-10,0,0,9.9,33362,19,1
70916,1/29/2013 22:00,102540,90,2,260,0.5,280.75,279.65,93,8000,2,102440,2.1,-10,0,0,7.6,34230,22,1
114706,1/30/2013 1:00,102530,-10,5,280,1.5,279.35,278.35,93,8000,0,102430,4.1,-10,0,0,6.2,33287,1,1
5425,1/30/2013 4:00,102460,-70,7,320,1.5,278.55,277.35,92,15000,2,102360,2.1,-10,0,0,5.4,29576,4,1
8967,1/30/2013 7:00,102420,-40,6,290,2.1,278.55,277.65,94,20000,2,102320,3.1,-10,0,0,5.4,30194,7,1
114721,1/30/2013 10:00,102460,40,2,0,0,281.15,279.75,91,35000,2,102360,1.5,-10,0,0,8,35863,10,1
70934,1/30/2013 13:00,102370,-90,8,90,1,288.05,281.75,66,30000,2,102270,1.5,-10,0,0,14.9,34048,13,1
8980,1/30/2013 16:00,102200,-170,6,170,1.5,288.25,281.95,66,20000,2,102100,2.6,-10,0,0,15.1,29998,16,1
74093,1/30/2013 19:00,102300,100,3,230,2.1,284.65,283.05,90,20000,2,102200,2.6,-10,0,0,11.5,30255,19,1
115547,1/30/2013 22:00,102490,190,1,280,5.1,288.35,280.65,60,55000,0,102390,7.2,-10,0,0,15.2,31724,22,1
10019,1/31/2013 1:00,102610,120,1,260,4.6,286.05,280.95,71,45000,0,102510,8.7,-10,0,0,12.9,30072,1,1
74108,1/31/2013 4:00,102670,60,0,280,4.6,284.85,279.95,72,60000,0,102570,7.7,-10,0,0,11.7,26398,4,1
115561,1/31/2013 7:00,102790,120,1,350,2.1,282.65,278.25,74,60000,0,102690,5.1,-10,0,0,9.5,26674,7,1
115568,1/31/2013 10:00,102780,-10,6,0,0,285.85,280.05,68,30000,0,102680,1.5,-10,0,0,12.7,31986,10,1
74129,1/31/2013 13:00,102710,-70,8,150,1.5,291.45,280.85,50,45000,0,102610,6.2,-10,0,0,18.3,30259,13,1
115579,1/31/2013 16:00,102540,-170,6,270,6.7,291.65,281.85,53,55000,0,102440,12.3,-10,0,0,18.5,28301,16,1
74137,1/31/2013 19:00,102580,40,3,260,4.1,288.75,281.25,61,55000,0,102480,7.2,-10,0,0,15.6,29155,19,1
5887,1/31/2013 22:00,102550,-30,7,270,5.1,286.75,278.85,59,60000,0,102450,7.2,-10,0,0,13.6,30518,22,1
9771,2/1/2013 1:00,101840,150,3,340,3.1,282.55,276.95,68,20000,2,101740,8.2,-10,0,0,9.4,29712,1,2
7595,2/1/2013 4:00,102000,160,3,340,3.1,278.25,275.45,82,30000,1,101900,7.2,-10,0,0,5.1,26311,4,2
9781,2/1/2013 7:00,102070,70,3,280,3.1,278.85,273.65,69,60000,2,101970,4.6,-10,0,0,5.7,26445,7,2
7604,2/1/2013 10:00,102240,170,1,310,5.1,282.15,272.85,52,60000,2,102140,7.7,-10,0,0,9,31770,10,2
30582,2/1/2013 13:00,102210,-30,8,360,10.8,284.85,270.65,37,60000,2,102110,14.4,-10,0,0,11.7,33386,13,2
114177,2/1/2013 16:00,102320,110,3,360,9.3,284.75,268.95,33,60000,2,102220,14.9,-10,0,0,11.6,31808,16,2
25281,2/1/2013 19:00,102580,260,3,320,3.6,281.25,269.75,44,60000,2,102480,6.2,-10,0,0,8.1,33809,19,2
7628,2/1/2013 22:00,102880,300,1,340,4.1,278.05,269.95,56,60000,2,102780,5.1,-10,0,0,4.9,34838,22,2
7470,2/2/2013 1:00,100190,-270,7,260,5.7,285.95,281.85,76,40000,0,100090,7.7,-10,0,0,12.8,28565,1,2
70299,2/2/2013 4:00,99860,-330,6,250,4.6,284.65,280.55,76,20000,2,99760,6.7,-10,0,0,11.5,24799,4,2
8489,2/2/2013 7:00,100020,160,3,300,9.3,283.45,275.55,58,30000,2,99920,17.5,-10,0,0,10.3,24031,7,2
8495,2/2/2013 10:00,100200,180,1,300,10.8,282.15,271.75,48,50000,2,100100,15.4,-10,0,0,9,27950,10,2
73446,2/2/2013 13:00,100150,-50,8,320,12.9,285.25,269.85,34,50000,2,100050,19,-10,0,0,12.1,31042,13,2
73451,2/2/2013 16:00,100160,10,3,340,9.8,285.55,270.45,35,50000,2,100060,17.5,-10,0,0,12.4,29994,16,2
8515,2/2/2013 19:00,100490,330,2,330,10.3,282.75,268.75,37,50000,2,100390,15.9,-10,0,,9.6,30982,19,2
7516,2/2/2013 22:00,100740,250,1,340,10.8,281.25,267.75,38,50000,2,100640,17,-10,0,0,8.1,32672,22,2
54621,2/3/2013 1:00,101700,60,1,10,6.2,279.55,271.15,55,9000,0,101600,9.8,-10,0,0,6.4,35614,1,2
7336,2/3/2013 4:00,101700,0,0,360,4.1,278.95,271.35,58,10000,2,101600,7.7,-10,0,0,5.8,32205,4,2
7342,2/3/2013 7:00,101770,70,3,10,5.1,277.05,271.25,66,8000,2,101670,7.2,-10,0,0,3.9,31146,7,2
11571,2/3/2013 10:00,101820,50,1,10,6.2,280.45,271.95,55,9000,2,101720,9.3,-10,0,0,7.3,33519,10,2
81612,2/3/2013 13:00,101750,-70,7,340,4.1,284.85,271.35,39,12000,2,101650,7.2,-10,0,0,11.7,32984,13,2
24461,2/3/2013 16:00,101690,-60,5,200,3.1,285.85,273.55,43,20000,2,101590,6.2,-10,0,0,12.7,29584,16,2
54653,2/3/2013 19:00,101790,100,3,60,4.1,281.55,275.55,66,12000,2,101690,5.7,-10,0,0,8.4,29104,19,2
7371,2/3/2013 22:00,101980,190,1,20,2.1,277.85,271.65,64,7000,2,101880,4.6,-10,0,0,4.7,33949,22,2
23557,2/4/2013 2:00,100150,-90,6,270,2.6,281.25,280.35,94,14000,0,100050,3.6,-10,0,0.2,8.1,26070,2,2
23563,2/4/2013 5:00,100030,-120,8,260,3.6,281.15,280.35,95,12000,2,99930,4.6,-10,0,0,8,26298,5,2
23568,2/4/2013 8:00,100140,110,3,350,2.1,280.85,280.05,95,15000,60,100040,3.6,-10,0.4,0.4,7.7,32251,8,2
2261,2/4/2013 11:00,100220,80,1,150,1,282.95,281.05,88,18000,2,100120,2.1,-10,0,0.2,9.8,32556,11,2
23590,2/4/2013 14:00,100190,-20,7,290,8.2,289.45,279.25,51,18000,3,100100,13.4,-10,0,0,16.3,30390,14,2
61245,2/4/2013 17:00,100230,40,1,290,8.7,288.85,277.85,48,50000,2,100140,15.9,-10,0,0,15.7,28578,17,2
23604,2/4/2013 20:00,100400,160,3,280,8.2,285.85,277.75,58,50000,2,100300,14.9,-10,0,0,12.7,30350,20,2
61255,2/4/2013 23:00,100630,230,1,280,7.2,284.65,277.65,62,50000,2,100530,9.8,-10,0,0,11.5,30376,23,2
3477,2/5/2013 2:00,101710,-40,8,260,0.5,282.55,278.95,78,55000,0,101610,2.6,-10,0,0,9.4,21073,2,2
2041,2/5/2013 5:00,101600,-110,7,30,1.5,280.95,278.75,86,50000,2,101500,2.1,-10,0,0,7.8,20726,5,2
1485,2/5/2013 8:00,101640,40,3,290,1.5,283.35,280.05,80,50000,2,101540,2.6,-10,0,0,10.2,25591,8,2
29808,2/5/2013 11:00,101650,10,0,10,2.1,290.05,281.75,58,50000,2,101550,3.6,-10,0,0,16.9,26840,11,2
1496,2/5/2013 14:00,101560,-80,8,180,2.6,292.55,284.05,58,30000,2,101470,4.1,-10,0,0,19.4,25585,14,2
1503,2/5/2013 17:00,101470,-90,8,210,3.6,291.35,280.45,49,30000,2,101380,5.7,-10,0,0,18.2,23649,17,2
3493,2/5/2013 20:00,101340,-130,6,220,4.1,290.55,285.05,70,40000,2,101250,6.2,-10,0,0,17.4,24772,20,2
59782,2/5/2013 23:00,101410,60,3,270,5.7,289.05,281.25,60,40000,2,101310,8.2,-10,0,0,15.9,25544,23,2
102169,2/6/2013 2:00,101540,10,0,310,7.2,292.35,279.75,44,60000,0,101450,9.8,-10,0,0,19.2,18644,2,2
102173,2/6/2013 5:00,101470,-80,7,310,3.6,290.05,279.85,51,30000,2,101370,4.6,-10,0,0,16.9,15791,5,2
8491,2/6/2013 8:00,101500,40,2,290,3.1,291.55,280.35,48,30000,2,101410,4.6,-10,0,0,18.4,17619,8,2
102191,2/6/2013 11:00,101430,-70,8,360,11.8,296.45,275.85,26,50000,2,101340,20.1,-10,0,0,23.3,21167,11,2
84827,2/6/2013 14:00,101410,-20,8,10,9.8,298.85,277.85,26,50000,2,101320,17,-10,0,0,25.7,19512,14,2
102203,2/6/2013 17:00,101370,-40,6,10,8.7,299.55,279.05,27,50000,2,101280,14.4,-10,0,0,26.4,17568,17,2
102499,2/6/2013 20:00,101520,150,3,360,9.3,296.75,277.65,29,50000,2,101430,15.9,-10,0,0,23.6,19478,20,2
112,2/6/2013 23:00,101710,190,1,330,4.6,291.85,277.95,40,50000,2,101620,11.8,-10,0,0,18.7,22005,23,2
42057,2/7/2013 2:00,101940,60,0,50,1.5,290.05,287.85,87,15000,0,101840,3.1,-10,0,0,16.9,17255,2,2
104354,2/7/2013 5:00,101870,-70,6,20,2.1,289.95,287.25,84,12000,2,101770,3.6,-10,0,0,16.8,16643,5,2
4753,2/7/2013 8:00,101880,10,3,50,2.6,289.85,286.95,83,9000,2,101780,4.1,-10,0,0,16.7,21500,8,2
4761,2/7/2013 11:00,101890,20,0,170,2.6,292.95,287.95,73,15000,2,101800,4.1,-10,0,0,19.8,24318,11,2
104478,2/7/2013 14:00,101850,-40,8,170,3.1,295.85,288.95,65,15000,2,101760,4.6,-10,0,0,22.7,24468,14,2
42193,2/7/2013 17:00,101760,-90,6,170,3.6,294.95,289.25,70,25000,2,101670,5.1,-10,0,0,21.8,22623,17,2
42200,2/7/2013 20:00,101730,-30,5,200,3.6,291.95,289.35,85,30000,2,101640,5.7,-10,0,0,18.8,21227,20,2
4866,2/7/2013 23:00,101780,50,3,140,0.5,291.05,289.25,89,15000,2,101690,2.6,-10,0,0,17.9,21992,23,2
80646,2/8/2013 2:00,101740,10,1,10,2.6,293.55,289.75,79,60000,0,101650,3.6,-10,0,0,20.4,18671,2,2
80654,2/8/2013 5:00,101660,-80,7,10,3.1,291.25,286.55,74,40000,2,101570,4.1,-10,0,0,18.1,18008,5,2
67206,2/8/2013 8:00,101720,60,3,20,2.1,293.65,286.35,63,70000,2,101630,4.1,-10,0,0,20.5,22784,8,2
3525,2/8/2013 11:00,101780,60,1,60,3.1,301.25,288.85,47,70000,2,101690,8.7,-10,0,0,28.1,26890,11,2
49664,2/8/2013 14:00,101770,-10,8,140,4.6,302.05,290.85,51,70000,2,101680,6.2,-10,0,0,28.9,26965,14,2
3536,2/8/2013 17:00,101710,-60,6,140,4.6,302.05,290.85,51,45000,0,101620,6.2,-10,0,0,28.9,25903,17,2
80692,2/8/2013 20:00,101680,-30,5,140,1.5,299.85,294.15,71,40000,2,101590,4.1,-10,0,0,26.7,23878,20,2
19469,2/8/2013 23:00,101740,60,2,90,3.1,298.45,293.45,74,40000,2,101650,6.2,-10,0,0,25.3,23721,23,2
49215,2/9/2013 2:00,102150,-10,8,340,2.1,293.95,281.25,44,60000,0,102060,3.6,-10,0,0,20.8,16299,2,2
80306,2/9/2013 5:00,102070,-80,6,340,5.1,292.25,279.75,44,60000,2,101980,8.7,-10,0,0,19.1,16163,5,2
80313,2/9/2013 8:00,102180,100,3,340,5.1,291.35,276.05,36,50000,2,102080,6.2,-10,0,0,18.2,21039,8,2
49230,2/9/2013 11:00,102240,70,1,10,9.3,297.55,276.75,26,60000,2,102150,14.4,-10,0,0,24.4,24740,11,2
49239,2/9/2013 14:00,102150,-90,8,30,6.7,302.25,280.75,26,60000,2,102060,10.8,-10,0,0,29.1,24913,14,2
4217,2/9/2013 17:00,102100,-50,8,60,3.1,304.05,280.55,23,60000,0,102010,6.7,-10,0,0,30.9,23112,17,2
4221,2/9/2013 20:00,102200,100,3,160,3.6,298.65,286.85,48,60000,2,102110,6.7,-10,0,0,25.5,22915,20,2
49252,2/9/2013 23:00,102380,180,1,300,1.5,293.25,283.05,52,60000,2,102290,2.1,-10,0,0,20.1,22153,23,2
7540,2/10/2013 2:00,101010,40,3,360,1.5,290.75,288.05,84,60000,0,100920,2.6,-10,0,0,17.6,16621,2,2
64099,2/10/2013 5:00,101020,10,1,350,1.5,289.95,287.95,88,60000,2,100930,2.6,-10,0,0,16.8,17049,5,2
7550,2/10/2013 8:00,101100,80,2,30,2.1,290.15,287.95,87,60000,2,101010,3.1,-10,0,0,17,22506,8,2
7557,2/10/2013 11:00,101260,160,2,90,2.6,295.75,289.05,66,60000,2,101170,3.6,-10,0,0,22.6,24484,11,2
1241,2/10/2013 14:00,101300,40,1,150,4.6,295.95,290.45,71,60000,2,101210,6.2,-10,0,0,22.8,23876,14,2
64125,2/10/2013 17:00,101330,30,3,160,3.6,295.55,291.75,79,60000,2,101240,6.7,-10,0,0,22.4,22625,17,2
12529,2/10/2013 20:00,101420,90,3,140,1.5,293.55,290.95,85,18000,2,101330,3.1,-10,0,0,20.4,22953,20,2
13913,2/10/2013 23:00,101630,210,2,150,2.1,292.95,289.35,80,20000,2,101540,3.6,-10,0,0,19.8,21320,23,2
3650,2/11/2013 1:00,101770,-100,8,20,2.1,286.75,285.15,90,8000,0,101670,2.6,-10,0,0,13.6,24040,1,2
8895,2/11/2013 4:00,101630,-140,8,50,3.1,287.75,286.45,92,9000,2,101530,4.6,-10,0,0,14.6,19518,4,2
1477,2/11/2013 7:00,101600,-30,6,20,2.6,287.65,286.55,93,10000,2,101500,5.1,-10,0,0,14.5,18062,7,2
94689,2/11/2013 10:00,101680,80,1,20,3.1,290.15,287.25,83,20000,2,101580,4.1,-10,0,0,17,20403,10,2
1481,2/11/2013 13:00,101560,-110,8,100,2.1,294.45,286.85,62,25000,2,101470,3.6,-10,0,0,21.3,22495,13,2
3661,2/11/2013 16:00,101460,-100,6,160,3.1,292.45,287.45,73,30000,2,101370,3.6,-10,0,0,19.3,21648,16,2
9062,2/11/2013 19:00,101490,20,3,20,1,288.95,286.65,86,20000,2,101390,1,-10,0,0,15.8,21910,19,2
1492,2/11/2013 22:00,101440,-50,8,110,0.5,286.95,285.15,89,12000,2,101340,1,-10,0,0,13.8,22451,22,2
63518,2/12/2013 1:00,101950,0,0,290,1,273.05,268.25,67,26000,0,101850,3.6,-10,0,0,-0.1,37591,1,2
82328,2/12/2013 4:00,101980,30,1,300,2.1,273.55,268.85,71,40000,2,101880,3.1,-10,0,0,0.4,34905,4,2
27940,2/12/2013 7:00,102020,40,1,290,3.1,275.15,269.65,67,20000,2,101920,4.6,-10,0,0,2,35318,7,2
63541,2/12/2013 10:00,102210,190,1,340,4.6,278.65,270.35,55,25000,2,102110,6.7,-10,0,0,5.5,40357,10,2
27945,2/12/2013 13:00,102080,-130,8,300,4.6,282.25,270.65,44,25000,2,101980,6.7,-10,0,0,9.1,41075,13,2
63556,2/12/2013 16:00,102110,30,3,350,4.1,284.55,272.05,42,25000,2,102010,6.2,-10,0,0,11.4,39389,16,2
31065,2/12/2013 19:00,102240,130,1,340,2.1,281.15,272.35,54,30000,2,102140,3.6,-10,0,0,8,40624,19,2
27951,2/12/2013 22:00,102460,220,1,10,3.6,277.35,271.35,65,30000,2,102360,4.1,-10,0,0,4.2,40273,22,2
64428,2/13/2013 1:00,101420,100,1,290,4.6,280.45,271.25,52,60000,0,101320,7.7,-10,0,0,7.3,36095,1,2
64436,2/13/2013 4:00,101390,-30,8,280,4.6,278.85,270.75,56,50000,2,101290,8.7,-10,0,0,5.7,32516,4,2
64443,2/13/2013 7:00,101490,100,3,290,4.6,279.05,270.45,54,50000,2,101390,9.3,-10,0,0,5.9,32751,7,2
64452,2/13/2013 10:00,101700,210,1,20,5.1,278.65,271.45,60,50000,2,101600,7.7,-10,0,0,5.5,37322,10,2
21538,2/13/2013 13:00,101690,-10,8,340,7.7,283.85,267.35,31,50000,2,101590,11.3,-10,0,0,10.7,37278,13,2
64460,2/13/2013 16:00,101710,20,3,360,6.7,284.55,265.65,26,50000,2,101610,11.8,-10,0,0,11.4,34855,16,2
64464,2/13/2013 19:00,101930,220,3,320,2.6,280.35,265.85,35,50000,2,101830,6.2,-10,0,0,7.2,34766,19,2
7845,2/13/2013 22:00,102110,180,1,30,3.1,274.15,266.85,58,20000,2,102010,5.1,-10,0,0,1,36987,22,2
70424,2/14/2013 1:00,102160,50,2,20,1,273.25,266.65,61,15000,2,102060,6.7,-10,0,0,0.1,35695,1,2
70429,2/14/2013 4:00,102080,-80,8,260,1.5,272.75,266.35,58,15000,0,101980,3.6,-10,0,0,-0.4,32937,4,2
73491,2/14/2013 7:00,102090,10,3,360,3.6,273.15,266.05,59,15000,3,101990,5.7,-10,0,0,0,32641,7,2
70444,2/14/2013 10:00,102140,50,0,20,3.6,276.45,266.15,47,15000,2,102040,6.2,-10,0,0,3.3,36862,10,2
70449,2/14/2013 13:00,102100,-40,8,100,3.1,283.15,269.85,39,15000,2,102000,4.1,-10,0,0,10,36319,13,2
21598,2/14/2013 16:00,101980,-120,5,190,2.1,283.95,272.45,45,30000,2,101880,3.6,-10,0,0,10.8,33778,16,2
7877,2/14/2013 19:00,101930,-50,5,270,3.6,283.85,276.15,59,30000,2,101830,7.7,-10,0,0,10.7,33775,19,2
64525,2/14/2013 22:00,101900,-30,8,240,3.6,282.85,277.65,70,40000,2,101800,5.1,-10,0,0,9.7,34663,22,2
64535,2/15/2013 1:00,101780,-120,6,260,3.6,282.25,278.25,76,55000,0,101680,7.2,-10,0,0,9.1,33238,1,2
21630,2/15/2013 4:00,101660,-120,8,260,5.7,282.05,279.35,83,40000,2,101560,8.7,-10,0,0,8.9,30242,4,2
64547,2/15/2013 7:00,101760,100,3,290,6.2,281.75,274.85,62,40000,1,101660,9.8,-10,0,0,8.6,30178,7,2
21642,2/15/2013 10:00,101950,190,1,280,8.2,283.85,275.95,58,60000,2,101850,12.9,-10,0,0,10.7,35268,10,2
70491,2/15/2013 13:00,101910,-40,8,340,6.7,286.65,271.05,34,60000,2,101810,10.8,-10,0,0,13.5,33946,13,2
21656,2/15/2013 16:00,101890,-20,5,350,6.2,287.15,269.85,30,60000,2,101790,10.3,-10,0,0,14,31406,16,2
70501,2/15/2013 19:00,102070,180,3,350,3.1,283.05,270.75,42,40000,2,101970,6.2,-10,0,0,9.9,31365,19,2
73553,2/15/2013 22:00,102140,70,0,310,4.1,280.35,270.85,51,60000,2,102040,5.7,-10,0,0,7.2,33931,22,2
64584,2/16/2013 1:00,102160,20,1,300,3.1,277.85,270.95,61,60000,0,102060,4.1,-10,0,0,4.7,33967,1,2
7790,2/16/2013 4:00,102030,-130,8,300,4.6,278.65,270.75,57,60000,2,101930,5.1,-10,0,0,5.5,30249,4,2
70530,2/16/2013 7:00,102060,30,3,350,2.1,275.15,269.25,65,60000,2,101960,4.1,-10,0,0,2,29301,7,2
70538,2/16/2013 10:00,102130,70,1,10,2.1,281.15,270.55,47,50000,2,102030,3.6,-10,0,0,8,32442,10,2
73576,2/16/2013 13:00,102040,-90,8,20,6.7,285.65,270.95,36,50000,2,101940,11.8,-10,0,0,12.5,31686,13,2
21956,2/16/2013 16:00,101900,-140,6,50,3.6,286.95,271.75,35,50000,2,101800,7.2,-10,0,0,13.8,28329,16,2
73585,2/16/2013 19:00,101950,50,3,40,2.6,281.35,272.55,54,50000,2,101850,3.6,-10,0,0,8.2,28458,19,2
70559,2/16/2013 22:00,102010,60,1,240,0.5,277.65,271.45,64,20000,2,101910,4.1,-10,0,0,4.5,32877,22,2
64636,2/17/2013 1:00,101990,-20,8,10,1,274.75,270.25,72,20000,2,101890,3.1,-10,0,0,1.6,33973,1,2
70943,2/17/2013 4:00,101860,-130,8,10,2.6,273.75,270.35,78,20000,2,101760,4.1,-10,0,0,0.6,30773,4,2
64745,2/17/2013 7:00,101800,-60,7,20,3.1,272.95,269.95,78,20000,2,101700,4.6,-10,0,0,-0.2,28899,7,2
21823,2/17/2013 10:00,101800,0,0,20,5.7,278.95,272.25,62,20000,2,101700,8.7,-10,0,0,5.8,30926,10,2
73618,2/17/2013 13:00,101700,-100,8,80,3.1,283.35,273.65,51,20000,2,101600,6.2,-10,0,0,10.2,31303,13,2
73622,2/17/2013 16:00,101530,-170,6,110,3.6,285.65,274.95,48,30000,2,101430,4.6,-10,0,0,12.5,27606,16,2
70971,2/17/2013 19:00,101540,10,3,110,2.6,280.85,278.15,83,30000,2,101440,4.1,-10,0,0,7.7,28103,19,2
70979,2/17/2013 22:00,101550,10,3,20,2.6,277.75,275.75,87,8000,2,101450,3.1,-10,0,0,4.6,33011,22,2
64782,2/18/2013 1:00,101550,0,5,20,3.6,278.45,274.15,74,14000,0,101450,5.1,-10,0,0,5.3,32653,1,2
64787,2/18/2013 4:00,101460,-90,6,20,5.1,278.05,275.75,85,8000,2,101360,8.2,-10,0,0,4.9,29515,4,2
7956,2/18/2013 7:00,101510,50,3,10,5.1,277.85,276.05,88,8000,2,101410,7.7,-10,0,0,4.7,29787,7,2
73658,2/18/2013 10:00,101650,140,1,10,5.1,279.75,277.05,83,8000,2,101550,7.2,-10,0,0,6.6,34459,10,2
73662,2/18/2013 13:00,101700,50,0,360,5.1,279.95,277.95,87,9000,60,101600,6.7,-10,0,0.2,6.8,34447,13,2
73669,2/18/2013 16:00,101640,-60,7,10,4.6,281.05,277.85,80,15000,1,101540,6.2,-10,0,0,7.9,32496,16,2
71018,2/18/2013 19:00,101720,80,3,30,2.1,279.35,277.55,88,8000,2,101620,4.6,-10,0,0,6.2,32291,19,2
71022,2/18/2013 22:00,101840,120,1,40,2.1,278.65,277.25,91,7000,2,101740,3.1,-10,0,0,5.5,34205,22,2
71030,2/19/2013 1:00,101840,0,4,10,1,276.75,275.75,93,6000,0,101740,3.6,-10,0,0,3.6,32879,1,2
21901,2/19/2013 4:00,101790,-50,7,20,2.6,276.05,275.15,94,8000,2,101690,3.6,-10,0,0,2.9,30325,4,2
7995,2/19/2013 7:00,101780,-10,5,20,3.1,276.05,275.05,93,7000,2,101680,4.6,-10,0,0,2.9,30692,7,2
21917,2/19/2013 10:00,101830,50,0,30,3.6,279.65,276.05,78,8000,2,101730,5.1,-10,0,0,6.5,36152,10,2
71046,2/19/2013 13:00,101750,-80,8,70,3.1,284.95,276.95,58,10000,2,101650,4.6,-10,0,0,11.8,33907,13,2
8125,2/19/2013 16:00,101550,-200,6,150,2.1,284.35,276.85,60,15000,2,101450,3.1,-10,0,0,11.2,30972,16,2
21981,2/19/2013 19:00,101500,-50,5,190,1,281.05,276.85,75,12000,2,101400,2.1,-10,0,0,7.9,30555,19,2
8139,2/19/2013 22:00,101520,20,3,330,1,277.95,276.15,88,5000,2,101420,2.1,-10,0,0,4.8,33925,22,2
81639,2/20/2013 1:00,101460,-60,8,350,1,275.15,273.95,92,3600,10,101360,1.5,-10,0,0,2,33162,1,2
81643,2/20/2013 4:00,101350,-110,7,10,0.5,273.25,272.15,92,3500,10,101250,1,-10,0,0,0.1,29842,4,2
22004,2/20/2013 7:00,101300,-50,8,350,1.5,273.35,272.65,95,4500,10,101200,2.1,-10,0,0,0.2,30991,7,2
81653,2/20/2013 10:00,101340,40,1,10,1.5,278.65,276.35,85,15000,2,101240,2.1,-10,0,0,5.5,36771,10,2
81659,2/20/2013 13:00,101220,-120,8,170,2.1,285.15,276.35,55,20000,2,101120,2.6,-10,0,0,12,34356,13,2
81664,2/20/2013 16:00,101040,-180,6,200,3.6,285.75,278.45,61,20000,2,100940,4.6,-10,0,0,12.6,30212,16,2
81670,2/20/2013 19:00,101110,70,3,60,1,281.55,278.45,81,12000,2,101010,1.5,-10,0,0,8.4,30030,19,2
8192,2/20/2013 22:00,101240,130,1,10,3.1,277.75,271.95,66,14000,2,101140,3.6,-10,0,0,4.6,33651,22,2
22052,2/21/2013 1:00,101220,-20,6,360,2.6,277.75,271.75,65,13000,0,101120,3.6,-10,0,0,4.6,33219,1,2
22064,2/21/2013 4:00,101110,-110,8,10,3.6,277.35,271.55,66,14000,2,101010,4.6,-10,0,0,4.2,30211,4,2
